101.52,76.623,2
91.986,77.997,2
42.735,61.631,1
82.224,77.589,2
62.073,81.266,1
99.291,78.655,2
64.892,79.392,1
38.908,77.434,1
45.33,63.768,1
83.807,65.44,2
64.056,76.87,1
109.63,71.515,2
87.641,81.721,2
100.73,83.752,2
113.54,90.01,2
77.54,71.136,1
54.348,61.514,1
96.205,83.414,2
81.837,66.766,2
102.96,75.663,2
50.752,81.96,1
86.6,71.075,2
62.364,63.101,1
57.96,97.31,1
91.465,97.604,2
74.678,70.659,1
92.368,92.923,2
86.427,69.657,2
92.492,58.996,2
60.22,84.906,1
61.731,79.016,1
73.708,70.975,1
57.332,82.97,1
101.8,82.427,2
91.692,90.047,2
83.04,98.68,2
100.5,81.483,2
55.118,70.369,1
60.846,69.587,1
71.706,69.951,1
79.237,67.846,2
68.05,89.422,1
63.952,75.89,1
60.209,74.538,1
56.97,69.476,1
58.376,94.539,1
56.782,60.053,1
117.68,65.583,2
97.279,79.978,2
60.834,48.288,1
107.28,75.651,2
59.679,80.333,1
64.081,75.399,1
68.096,78.761,1
86.352,47.426,2
103.48,82.606,2
77.882,60.455,2
72.953,78.702,2
57.975,71.421,1
47.616,68.113,1
63.581,73.314,1
81.939,68.311,2
75.957,71.339,1
100.31,61.987,2
82.748,89.735,2
106.82,82.8,2
65.072,74.707,1
48.525,79.362,1
72.574,71.43,1
72.208,88.631,1
109.81,72.808,2
59.956,71.283,1
50.452,68.616,1
99.167,85.915,2
94.411,95.537,2
101.32,95.931,2
49.953,88.713,1
69.809,74.057,1
74.792,62.639,2
82.356,67.342,1
68.462,80.786,2
72.709,77.592,2
61.192,71.28,1
92.09,77.881,2
102.62,71.059,2
44.245,75.414,1
55.071,77.997,1
39.083,76.21,1
93.174,75.371,2
91.132,99.062,2
61.625,71.616,1
106.73,89.5,2
118.63,96.279,2
67.416,100.74,1
66.17,91.105,1
76.23,81.486,1
51.75,80.717,1
67.124,74.991,1
69.399,67.885,1
61.008,75.661,1
94.651,80.845,2
89.102,67.649,2
107.71,56.116,2
85.517,78.503,2
51.668,67.405,1
60.236,84.66,1
98.134,57.981,2
60.342,85.449,1
96.319,77.085,2
46.762,74.106,1
52.427,83.52,1
66.922,97.219,1
54.422,82.891,1
100.49,66.943,2
57.261,70.295,1
54.522,52.359,1
90.377,87.917,2
64.715,66.948,1
81.47,79.275,2
44.62,82.02,1
123.11,80.851,2
59.875,79.127,1
60.523,78.467,1
98.998,61.912,2
100.68,65.247,2
105.37,60.957,2
68.846,65.137,1
48.115,84.784,1
91.452,81.057,2
88.389,105.56,2
99.704,81.238,2
40.432,83.758,1
103.99,69.03,2
56.692,81.78,1
58.778,62.289,1
108.82,80.053,2
99.012,80.743,2
78.045,100.33,1
67.987,83.244,1
87.358,69.77,2
90.53,86.645,2
45.732,105.1,1
112.99,85.601,2
78.983,88.372,2
73.498,76.077,2
57.597,72.491,1
93.322,70.491,2
95.215,61.783,2
52.616,55.821,1
80.061,81.656,1
114.77,73.748,2
90.181,80.27,2
84.593,73.857,2
52.873,90.592,1
84.339,81.479,2
69.725,70.865,1
96.161,82.192,2
90.42,81.399,2
70.369,69.69,2
65.884,102.66,2
77.672,58.762,1
105.37,81.333,2
69.31,85.51,1
58.617,80.431,1
56.513,87.556,1
77.207,92.999,2
71.735,75.484,1
62.265,69.561,1
55.505,67.036,1
97.932,100.72,2
21.99,77.493,1
62.009,61.315,1
94.186,66.002,2
50.275,84.225,1
